"항상 너무 맛있게왔다가요

남양주에서 찾아오는 곳이에요 

사장님도 친절하시고 진짜 진짜 맛있어요"
"벌써 몇번째인지.. 😆😆😆
짱맛.. 인생 도너츠예요 정말
커스터드 크림 도너츠도 맛있고 
찰떡 도너츠도 맛있어요. 갓 나온 소금빵은 최고👍🏻
앙버터도너츠는… 삼키기 아까울 정도로 맛있어용

남산 라이딩 후 꼭 들리는 방앗간이예용.
파파도너츠 사장님도 엄청 친절하시고 좋아요.
남산,용산,해방촌 빵 맛집으로 추천드려용"
도너츠가 하나 하나 다 맛있고 예뻐요ㅎㅎ
"추천메뉴로 샀어요. 후기가 좋아서 기대됩니다😊
올때마다 들르게 될 거 같아요😆"
"사장님 친절하시고 도넛 맛있어요! 노티드랑 큰 차이 못느끼겠음! 해방촌 초입에 있어요. :)
커피나 차랑 같이 먹기 딱이에요! 어른들이 좋아하실 맛."
"우연히 지나가다 들린 파파도나스 :)
집가서 가족들이랑 맛있게 먹을 예정!!"
도넛이 너무 맛있어요!!!!❣️❣️ 이 도넛때문에 해방촌 날잡고 올만합니다!!
매장이 귀여워요!:)근처에 있어서 넘 행복합니다!☺️🙏🏻
맛도 당연히 너무 맛있고 무엇보다 사장님의 좋은 에너지가 다른 사람들에게도 좋은 영향을 주는 것 같아서 다녀와서 기분이 좋았습니다! 번창하세요!
도나스 가성비 굳 맛있어요
